label,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.068295949,0.056745899,0.014563107,0.018413124,0.004854369,0.005691329,0.004184801,0.006360897,0.003850017,0.008704386,0.00987613,0.022430532,0.026950117,0.026950117,0.008871778,0.008369602,0.005356545,0.011884834,0.008034818,0.01238701,0.00903917,0.017073987,0.017408771,0.046534985,0.083528624,0.493639103
1,0.066166884,0.059159061,0.013200782,0.013363755,0.004400261,0.004889179,0.002607562,0.007333768,0.004726206,0.006355932,0.006355932,0.025260756,0.026564537,0.022490222,0.007985658,0.008148631,0.00684485,0.011571056,0.004400261,0.007822686,0.006681877,0.019393742,0.02297914,0.042698827,0.087353325,0.511245111
1,0.063492063,0.074712644,0.009852217,0.013683634,0.00410509,0.005747126,0.002463054,0.005747126,0.005473454,0.007936508,0.006841817,0.020799124,0.020525452,0.021620142,0.009578544,0.009578544,0.005747126,0.015599343,0.005473454,0.00410509,0.010125889,0.016146689,0.022714833,0.044061303,0.06622879,0.527640941
1,0.059156379,0.070473251,0.008744856,0.008744856,0.007716049,0.005658436,0.003600823,0.005144033,0.00617284,0.011831276,0.011831276,0.025720165,0.032407407,0.03909465,0.014403292,0.015432099,0.006687243,0.024691358,0.009773663,0.015946502,0.009773663,0.024691358,0.014917695,0.038580247,0.078703704,0.450102881
1,0.040823045,0.035761317,0.009218107,0.014567901,0.008024691,0.01,0.007901235,0.011234568,0.008230453,0.016255144,0.015102881,0.034691358,0.037242798,0.047242798,0.016707819,0.024485597,0.011111111,0.030082305,0.010864198,0.026255144,0.010452675,0.032057613,0.017860082,0.032304527,0.150864198,0.340658436
1,0.042790698,0.040355677,0.011463748,0.015184679,0.008235294,0.008290014,0.006675787,0.009712722,0.009603283,0.013898769,0.017619699,0.034774282,0.045225718,0.043857729,0.016415869,0.017373461,0.010150479,0.023228454,0.009192886,0.019124487,0.010615595,0.025909713,0.018960328,0.034500684,0.122681259,0.384158687
1,0.042648709,0.026936027,0.015221661,0.020763187,0.015993266,0.016063412,0.014660494,0.016764871,0.020482604,0.027497194,0.031355219,0.058712121,0.080387205,0.062570146,0.035283389,0.024901796,0.019079686,0.018869248,0.014870932,0.015432099,0.017255892,0.017185746,0.017255892,0.020412458,0.045244108,0.304152637
1,0.052284989,0.027372263,0.01475722,0.022532529,0.018248175,0.017772136,0.017613456,0.017692796,0.019279594,0.025547445,0.032370676,0.046969216,0.056490003,0.045223738,0.032450016,0.025071406,0.021263091,0.022849889,0.016978737,0.015867978,0.020628372,0.021659791,0.018168835,0.016978737,0.054585846,0.319343066
1,0.050618851,0.034116154,0.010869565,0.020628372,0.013011742,0.01499524,0.011900984,0.018803554,0.01436052,0.022611869,0.023405268,0.033798794,0.038797207,0.041177404,0.024119327,0.020628372,0.013963821,0.017613456,0.012773723,0.016582037,0.017930816,0.020707712,0.021501111,0.019676293,0.071167883,0.394239924
1,0.052917656,0.037485943,0.013932275,0.015931526,0.012120455,0.010496064,0.011433213,0.012245408,0.01530676,0.022429089,0.02424091,0.038548044,0.043296264,0.042671498,0.025427965,0.019930026,0.01530676,0.017243534,0.010058728,0.012245408,0.011370736,0.018118206,0.018493065,0.026989879,0.052917656,0.418842934
