label,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.037197279,0.019613605,0.009834014,0.018253061,0.015765986,0.019341497,0.018955102,0.026514286,0.028843537,0.038770068,0.04542585,0.059717007,0.061311565,0.061262585,0.042993197,0.036304762,0.028527891,0.03027483,0.021621769,0.021159184,0.018628571,0.019156463,0.016087075,0.01570068,0.055717007,0.233023129
1,0.027793218,0.021361074,0.006630668,0.011037878,0.007404907,0.008576193,0.006948305,0.017648694,0.014829667,0.031465894,0.039247995,0.078575399,0.10293417,0.117029302,0.031128405,0.02564917,0.012546653,0.039486223,0.012884142,0.015048043,0.011018026,0.016397999,0.015167156,0.019296435,0.078535694,0.231358691
1,0.038830019,0.024749601,0.012302221,0.017019887,0.012810277,0.015713456,0.013136885,0.019777907,0.018217448,0.028560023,0.036906663,0.056720859,0.06357962,0.067027145,0.036289737,0.031209174,0.019669038,0.021664973,0.015568297,0.019777907,0.013898969,0.020503702,0.016947307,0.020503702,0.053745101,0.304870083
1,0.022710258,0.017502961,0.005837479,0.012892679,0.005960673,0.010016584,0.006041222,0.016602701,0.009926558,0.024771381,0.018768064,0.044311774,0.039132907,0.112850036,0.023961147,0.029921819,0.011409619,0.065354181,0.015005923,0.028102345,0.011627576,0.023150912,0.012760009,0.01657901,0.182103767,0.232698413
1,0.032695058,0.027848403,0.00903782,0.017817416,0.009474813,0.012593358,0.008819323,0.018631813,0.010785794,0.023637375,0.017181789,0.037442396,0.035495789,0.083147942,0.019068807,0.026855236,0.013348165,0.050989194,0.019247577,0.029238837,0.018214683,0.023935325,0.020856507,0.021313364,0.137752264,0.274570952
1,0.028837182,0.017813049,0.004718454,0.01741035,0.011114494,0.017429994,0.013129954,0.023289757,0.020897135,0.035386444,0.039283785,0.064262913,0.064508462,0.074310746,0.04179427,0.039792561,0.024537142,0.035195898,0.02027246,0.029334171,0.017673578,0.025462367,0.013890171,0.013497294,0.083258523,0.222898844
1,0.029462219,0.019850238,0.006521443,0.01493533,0.008182437,0.012579986,0.009094622,0.017208986,0.012362151,0.023839346,0.024479238,0.04712049,0.051831178,0.07218516,0.026181076,0.03012934,0.013219877,0.036732471,0.011232131,0.02781484,0.013056501,0.033846154,0.013696392,0.021769912,0.151967325,0.270701157
1,0.017852167,0.014210086,0.004617283,0.007702106,0.004060025,0.004358556,0.004199339,0.005950722,0.005154639,0.01080683,0.011841739,0.024778092,0.03011185,0.046212634,0.011921347,0.012379095,0.006328862,0.025255742,0.005015325,0.009194762,0.005672093,0.011483501,0.007483183,0.013394101,0.535982964,0.164032958
1,0.02193106,0.018518519,0.005791929,0.0158104,0.012742244,0.016201747,0.012773551,0.020647444,0.022322407,0.036082151,0.049998435,0.080836542,0.095942519,0.09331267,0.05123509,0.040433925,0.025515795,0.027832566,0.019191635,0.021899753,0.016060862,0.018956827,0.013477975,0.01175605,0.049591434,0.20113647
1,0.034749035,0.023661024,0.011385011,0.016929017,0.011385011,0.014652015,0.014454014,0.021087021,0.020790021,0.031185031,0.03960004,0.066231066,0.077517078,0.074349074,0.040689041,0.034749035,0.01970102,0.020988021,0.013068013,0.013662014,0.012969013,0.019107019,0.015048015,0.019107019,0.042273042,0.290664291
1,0.024669667,0.021980386,0.005844703,0.016745253,0.009788981,0.015848827,0.010380623,0.0220521,0.018663607,0.031392868,0.033920792,0.065761873,0.07339943,0.080714273,0.039102139,0.037434785,0.0223031,0.030478513,0.017731323,0.028094017,0.016727325,0.02597845,0.015454399,0.014486258,0.065564659,0.25548165
