dissimilarity,homogeneity,contrast,energy,correlation,ASM,label
11.49948025,0.152850431,488.5346933,0.019087789,0.863637006,0.000364344,1
5.602940236,0.228693833,90.54752317,0.019682131,0.990870636,0.000387386,1
4.932056452,0.267671508,78.51391129,0.026280921,0.975652381,0.000690687,1
12.28747737,0.218535951,628.1301629,0.03233786,0.937858894,0.001045737,1
5.257746235,0.365199871,147.5274529,0.050247297,0.986501841,0.002524791,1
3.743073117,0.408827748,70.13532161,0.027926648,0.988723751,0.000779898,1
2.276228858,0.523602928,35.76744214,0.049131055,0.994513711,0.002413861,1
4.327491637,0.343915958,90.27765889,0.027663856,0.991335351,0.000765289,1
5.712896193,0.312843672,169.4070099,0.04574453,0.985066576,0.002092562,1
3.269741377,0.308540284,26.38119869,0.042411174,0.992453413,0.001798708,1
7.764732217,0.191173289,185.7561764,0.017304442,0.982992386,0.000299444,1
6.926132522,0.217291199,158.1157877,0.026841695,0.979552565,0.000720477,1
5.250790743,0.322352936,96.73882885,0.060696977,0.986999379,0.003684123,1
9.406509129,0.218298543,278.2157904,0.018327705,0.969814915,0.000335905,1
2.089970903,0.481996085,17.8933785,0.035897404,0.996527855,0.001288624,1
2.712694557,0.510543415,43.40015295,0.061466035,0.993586613,0.003778073,1
4.722696465,0.310554398,80.98508884,0.04852196,0.964174004,0.002354381,1
3.839714233,0.407815611,84.39717897,0.042252855,0.988769611,0.001785304,1
3.107594097,0.456454301,48.0986901,0.041427537,0.992877291,0.001716241,1
5.959646335,0.251192956,115.011728,0.018553016,0.977804012,0.000344214,1
2.472827386,0.494164897,30.74642466,0.048602859,0.995492787,0.002362238,1
3.746863179,0.481325197,88.49531789,0.045240912,0.986274046,0.00204674,1
3.34207743,0.399948185,44.33494441,0.044728521,0.984936136,0.002000641,1
5.825450759,0.27834182,129.4543943,0.028673351,0.986976606,0.000822161,1
5.448789847,0.292582239,106.4396645,0.022817726,0.990454068,0.000520649,1
4.117066618,0.402082809,82.85241497,0.04399776,0.993157899,0.001935803,1
4.053125283,0.335979274,69.80463579,0.028673452,0.979814875,0.000822167,1
4.55308054,0.447481971,192.2947915,0.103819538,0.990737598,0.010778497,1
8.228862012,0.27686147,312.3283123,0.034219307,0.947742798,0.001170961,1
11.9009953,0.228106637,492.523991,0.057308508,0.952486599,0.003284265,1
6.617903157,0.256097004,153.7316603,0.024420672,0.980321239,0.000596369,1
4.322292468,0.394173142,153.3338373,0.028415164,0.977851939,0.000807422,1
2.345111977,0.550799677,36.52038523,0.047461022,0.994437916,0.002252549,1
7.377651121,0.275604455,222.3983121,0.022194678,0.974500308,0.000492604,1
7.938084719,0.234401062,224.7767022,0.020818831,0.976279369,0.000433424,1
6.097216384,0.250856162,120.9194589,0.021476227,0.977191676,0.000461228,1
23.34490632,0.09352972,1262.801602,0.010454976,0.790635027,0.000109307,1
4.824690686,0.345568384,81.69894574,0.044607022,0.994198943,0.001989786,1
4.331981503,0.319144966,71.74843592,0.031137037,0.994907072,0.000969515,1
4.817927581,0.376712568,111.4936557,0.055435764,0.980805088,0.003073124,1
5.284002052,0.273164729,94.83857919,0.019208236,0.98994049,0.000368956,1
2.591392306,0.342066104,12.88887332,0.02460407,0.998177116,0.00060536,1
5.835527419,0.384782221,171.184429,0.035808642,0.955093991,0.001282259,1
5.336913831,0.272562322,123.8017939,0.02087917,0.987259585,0.00043594,1
3.834888787,0.359957574,56.25629825,0.023465303,0.993506877,0.00055062,1
2.767861246,0.432871164,26.73000084,0.045223702,0.992362219,0.002045183,1
3.42413414,0.508948516,63.4902144,0.092198176,0.983735023,0.008500504,1
3.995615718,0.339465814,74.99676659,0.030105921,0.979894918,0.000906366,1
6.920444371,0.281014583,179.5090035,0.02716108,0.981643727,0.000737724,1
2.997355864,0.393062824,53.54180195,0.025179763,0.992181058,0.00063402,1
3.682159769,0.358469404,51.97333072,0.021957933,0.994939267,0.000482151,1
8.672950805,0.155640677,165.4652272,0.015275402,0.968226843,0.000233338,1
7.417179785,0.187534714,148.287742,0.019977989,0.971414189,0.00039912,1
4.296795659,0.473918084,109.7482104,0.039362131,0.984811473,0.001549377,1
4.237232761,0.394704256,89.86396369,0.038748296,0.993444399,0.00150143,1
6.729508047,0.240000819,132.8265468,0.025570263,0.951216723,0.000653838,1
4.621519236,0.340571937,105.3741545,0.022586861,0.988515643,0.000510166,1
5.207945376,0.319210045,107.7704118,0.033605553,0.987868657,0.001129333,1
9.08802589,0.296371612,244.1185931,0.091989612,0.973161574,0.008462089,1
10.5765135,0.149512127,348.3050897,0.013968708,0.966643619,0.000195125,1
3.856364706,0.34261246,52.97289921,0.024482907,0.991160776,0.000599413,1
1.918110264,0.579621705,27.01189582,0.043555022,0.996337163,0.00189704,1
1.080035217,0.644104747,4.929356029,0.073352913,0.996983338,0.00538065,1
4.355033249,0.382182249,82.23846977,0.039660453,0.985558843,0.001572952,1
5.038489246,0.266459232,89.47401461,0.030375207,0.94957463,0.000922653,1
16.76727389,0.098187145,691.1645893,0.014687142,0.875022101,0.000215712,1
3.799993206,0.416849163,66.88340297,0.030448151,0.991222003,0.00092709,1
2.87798907,0.488884389,60.14908875,0.031226781,0.993369167,0.000975112,1
9.462122045,0.207476153,259.5691589,0.024378693,0.956160718,0.000594321,1
15.52758553,0.157798706,833.0540615,0.026842498,0.901491645,0.00072052,1
13.02353106,0.337717511,561.7415898,0.083347538,0.934015908,0.006946812,1
10.62905084,0.247099307,356.2857608,0.09106968,0.971642037,0.008293687,1
8.997498626,0.226130758,298.9268004,0.019818486,0.914770033,0.000392772,1
6.253243848,0.227181345,138.8657079,0.020950057,0.971389114,0.000438905,1
6.082930181,0.225587265,112.7952446,0.022587006,0.987230532,0.000510173,1
3.462907145,0.369631135,39.22184469,0.03071673,0.98572391,0.000943518,1
5.348283499,0.285759354,136.8576966,0.035257451,0.964488362,0.001243088,1
3.334858264,0.388166456,36.03873324,0.031770642,0.996073401,0.001009374,1
4.960879349,0.351558359,93.77332938,0.02817333,0.974673212,0.000793737,1
5.156829473,0.324785874,104.1941986,0.021605216,0.983920901,0.000466785,1
4.626861858,0.34047406,85.49882539,0.024911874,0.987870712,0.000620601,1
7.621860019,0.203522374,191.6441035,0.019433756,0.977297864,0.000377671,1
5.191976392,0.338076868,120.5435759,0.029429376,0.988930389,0.000866088,1
9.83737646,0.220651986,290.6553822,0.017609716,0.962997776,0.000310102,1
3.601597955,0.399787385,58.48047299,0.070687299,0.973826468,0.004996694,1
7.127261106,0.291425564,311.7142857,0.05700359,0.959573035,0.003249409,1
5.057272915,0.286469572,88.50060004,0.025698857,0.987407819,0.000660431,1
4.120492242,0.357326143,70.33859971,0.028907541,0.994655226,0.000835646,1
6.147985537,0.282095781,119.7311959,0.028075127,0.969447478,0.000788213,1
8.636909914,0.179723525,178.1188786,0.015192571,0.980220658,0.000230814,1
2.349195036,0.398440387,13.29821399,0.036897563,0.989816914,0.00136143,1
6.691624157,0.239199561,139.3261478,0.023593405,0.984654244,0.000556649,1
10.49623181,0.163906228,355.1515073,0.018640729,0.939861361,0.000347477,1
8.91421371,0.284579167,440.4242944,0.036788969,0.958320353,0.001353428,1
3.133209112,0.537643426,71.39842166,0.064885581,0.991715143,0.004210139,1
6.898370086,0.23006454,148.3154362,0.021946846,0.98627856,0.000481664,1
4.675962375,0.285332662,49.44792816,0.030594472,0.993731364,0.000936022,1
1.437533205,0.554454001,7.872851486,0.038084635,0.998490772,0.001450439,1
2.448115268,0.445907814,22.64601004,0.02778369,0.997335958,0.000771933,1
4.411874656,0.291835658,66.74447499,0.021345238,0.992971353,0.000455619,1
9.584274194,0.17199189,307.9868952,0.020138596,0.94499014,0.000405563,1
5.768103646,0.377797449,154.6433387,0.055543654,0.986980924,0.003085097,1
7.83136954,0.231316831,201.0048958,0.016496206,0.979658539,0.000272125,1
5.487221644,0.284319302,130.3480755,0.020248889,0.986611887,0.000410017,1
7.915569823,0.290275452,205.8305358,0.023486569,0.971814577,0.000551619,1
7.193468352,0.3000899,288.3341494,0.024813148,0.944621612,0.000615692,1
4.354664761,0.378617507,87.74421778,0.039913596,0.966878624,0.001593095,1
1.335688868,0.590961331,6.761584802,0.058936154,0.998709083,0.00347347,1
6.078064733,0.286444534,133.9436525,0.02902902,0.99037256,0.000842684,1
5.514233376,0.317151043,143.1982292,0.050427345,0.978644134,0.002542917,1
5.696591534,0.300012489,129.3460143,0.024561425,0.989125614,0.000603264,1
1.905171626,0.510377317,15.14723882,0.041048014,0.997651905,0.001684939,1
3.314251094,0.445659267,59.48675783,0.032474974,0.990383838,0.001054624,1
11.28461431,0.217733627,321.1906806,0.022153367,0.916776237,0.000490772,1
10.26470588,0.171958927,325.6217152,0.019508241,0.945465783,0.000380571,1
4.173539959,0.347025282,69.14789674,0.039787768,0.985742866,0.001583066,1
8.046761789,0.280789686,190.5246998,0.025211737,0.963788088,0.000635632,1
14.438026,0.157473754,525.4489643,0.011768469,0.933700576,0.000138497,1
7.842567728,0.229882628,192.8817523,0.01981672,0.926162007,0.000392702,1
7.568513546,0.186685575,132.0341974,0.018026085,0.958527108,0.00032494,1
8.067423826,0.224944331,224.9308298,0.020744391,0.985870906,0.00043033,1
5.66739738,0.364777243,208.6398312,0.04342171,0.950194976,0.001885445,1
7.611876681,0.208583908,174.2058763,0.016394912,0.974728865,0.000268793,1
6.78604709,0.295597866,201.6865943,0.023802922,0.974408551,0.000566579,1
1.893863831,0.485237159,14.71606291,0.049461834,0.993398241,0.002446473,1
2.473084018,0.504035384,35.40021801,0.056664889,0.979516834,0.00321091,1
7.248030775,0.244164981,167.6912621,0.018795167,0.964016766,0.000353258,1
11.39835074,0.156481814,327.3908741,0.014048358,0.936827938,0.000197356,1
4.838504109,0.361912316,124.2644642,0.03733326,0.982722972,0.001393772,1
11.09538988,0.196646616,459.0027722,0.016405114,0.945059106,0.000269128,1
4.431695475,0.317204856,72.62245192,0.023927185,0.993272673,0.00057251,1
4.050066411,0.305587085,57.73584465,0.023705504,0.988900795,0.000561951,1
4.419944051,0.373551165,92.46470298,0.0410679,0.952040853,0.001686572,1
10.59188737,0.144362965,251.088751,0.01229157,0.964874475,0.000151083,1
3.875046366,0.366322377,63.57967144,0.026192043,0.988086816,0.000686023,1
4.981635581,0.358634399,135.0550933,0.062274791,0.916135251,0.00387815,1
6.283727323,0.26370409,132.3383727,0.022029685,0.986946463,0.000485307,1
7.240931379,0.296992479,227.1819664,0.019091821,0.969712229,0.000364498,1
12.60142883,0.125071911,365.4968798,0.011415252,0.9503267,0.000130308,1
9.185706834,0.26134197,237.1324987,0.055884591,0.900462994,0.003123088,1
12.03240818,0.16161972,531.7753228,0.024381445,0.92274502,0.000594455,1
6.247053795,0.278888691,162.7106063,0.024026603,0.981793336,0.000577278,1
5.277452001,0.276225319,110.7344221,0.026083147,0.985218009,0.000680331,1
2.439884947,0.492001272,27.02115692,0.058530877,0.994801651,0.003425864,1
6.708870834,0.327311758,189.2667883,0.026800105,0.973579834,0.000718246,1
6.932004583,0.268821391,155.5647106,0.028409631,0.963682738,0.000807107,1
4.900115188,0.312165414,81.25357907,0.02903123,0.983243244,0.000842812,1
6.209782011,0.250914699,117.8575319,0.026530315,0.98688327,0.000703858,1
10.50459791,0.242649386,379.6225072,0.018884374,0.957875259,0.00035662,1
3.621907642,0.391191574,49.05329852,0.027501838,0.992842437,0.000756351,1
4.235368103,0.400006978,83.67700822,0.041398205,0.981308373,0.001713811,1
5.624199967,0.318647549,154.180194,0.025141039,0.974129836,0.000632072,1
5.78851318,0.424148601,161.3244369,0.216333861,0.974371819,0.04680034,1
5.254341931,0.300585598,78.24660188,0.024764123,0.980915576,0.000613262,1
