dissimilarity,homogeneity,contrast,energy,correlation,ASM,label
7.606490872,0.412998394,522.0449628,0.091806622,0.833270985,0.008428456,1
6.522790851,0.414883299,335.1823268,0.09409187,0.886600274,0.00885328,1
8.30841639,0.385073758,534.1301218,0.078968228,0.876182765,0.006235981,1
6.596648045,0.441900056,526.2679909,0.092211748,0.951024096,0.008503006,1
13.1163403,0.295957154,1098.798749,0.049552335,0.936310817,0.002455434,1
5.81891149,0.397666989,206.0323804,0.079948235,0.976112811,0.00639172,1
9.375586854,0.505645438,1215.08555,0.119646405,0.868193536,0.014315262,1
5.503228241,0.454055979,382.9285175,0.088542083,0.974282019,0.007839701,1
6.140681693,0.423761251,305.9537108,0.084056114,0.969340056,0.00706543,1
6.178367235,0.398819106,247.6409841,0.08225305,0.965136798,0.006765564,1
5.148838141,0.298185506,136.3727965,0.032836681,0.989764409,0.001078248,1
8.398708081,0.361630045,425.9323529,0.077186539,0.953456572,0.005957762,1
3.956631492,0.495400517,97.50225533,0.125097694,0.984356298,0.015649433,1
4.396528593,0.474062435,110.5147577,0.117381995,0.977416721,0.013778533,1
6.609992204,0.416358293,399.4370452,0.084213068,0.954806814,0.007091841,1
11.40907688,0.341317427,815.6560667,0.070685253,0.901977601,0.004996405,1
7.872983871,0.380332964,391.5846774,0.073464876,0.952520202,0.005397088,1
3.991698736,0.482493334,117.888895,0.103373381,0.97387343,0.010686056,1
10.10794468,0.360322942,582.6662465,0.077583143,0.953189607,0.006019144,1
6.830758659,0.385694699,241.4416987,0.082226783,0.948928351,0.006761244,1
5.650027488,0.422820399,182.4182518,0.092051212,0.964687645,0.008473426,1
7.068948494,0.446932477,542.5130821,0.106955228,0.85621561,0.011439421,1
7.67827957,0.310522973,313.8554839,0.040937109,0.914546767,0.001675847,1
5.36036036,0.280225167,116.479701,0.025275252,0.987065606,0.000638838,1
5.36036036,0.280225167,116.479701,0.025275252,0.987065606,0.000638838,1
7.340191723,0.276650375,267.7718027,0.047209106,0.914526817,0.0022287,1
6.44670481,0.225360455,161.3521226,0.021043849,0.975740033,0.000442844,1
3.854658385,0.4326553,69.30346917,0.166451953,0.993289414,0.027706253,1
4.110054348,0.243617729,47.46123721,0.028425283,0.97778831,0.000807997,1
4.093190537,0.336715784,64.27493606,0.058115267,0.97413105,0.003377384,1
4.929092262,0.31476847,106.8296875,0.041983806,0.978015961,0.00176264,1
9.151572327,0.187199717,355.0587421,0.018513014,0.952996236,0.000342732,1
6.308985507,0.270410776,183.6863768,0.048366729,0.961183389,0.00233934,1
8.252923597,0.360136758,417.7288851,0.070184244,0.943427549,0.004925828,1
5.046127859,0.448187607,268.7796258,0.069671959,0.976650489,0.004854182,1
6.943402969,0.375229435,287.8575866,0.07429544,0.965033557,0.005519812,1
7.439334799,0.399470535,414.945492,0.079813401,0.962093495,0.006370179,1
11.81779053,0.449084435,1540.207461,0.100817046,0.876872567,0.010164077,1
4.544961721,0.453139163,168.494641,0.110849487,0.983051089,0.012287609,1
4.978944475,0.434405591,155.4318307,0.090980619,0.964324121,0.008277473,1
10.15709459,0.368786477,888.5285863,0.072877753,0.934225809,0.005311167,1
3.367288379,0.531339043,74.60688666,0.171460293,0.930404072,0.029398632,1
5.87102573,0.39520195,234.067725,0.063032317,0.975256009,0.003973073,1
